student_id,gender,age,parent_education,family_income,attendance_pct,internal_marks,assignments_submitted_pct,previous_grade,extracurricular,final_result
S00368,Male,17,Secondary,11448,77.9,72.0,51.9,A,High,Pass
S00369,Male,20,Graduate,20728,78.7,83.4,67.7,A,Low,Pass
S00370,Male,18,Primary,21708,79.1,57.7,90.3,C,Medium,Fail
S00371,Male,17,Secondary,28813,81.3,22.3,76.5,B,Low,Fail
S00372,Female,21,Secondary,23583,89.2,52.0,99.5,C,Medium,Fail
S00373,Male,22,Secondary,49742,95.7,54.1,95.0,F,None,Fail
S00374,Male,22,Secondary,27802,74.4,85.9,66.2,D,Low,Pass
S00375,Female,16,Graduate,8009,88.4,64.4,77.4,D,High,Pass
S00376,Male,18,Secondary,14629,95.5,77.3,77.9,B,Low,Pass
S00377,Male,18,Graduate,32102,82.3,82.7,51.8,A,Low,Pass
S00378,Female,20,Secondary,19435,82.8,67.1,71.8,B,Low,Pass
S00379,Female,19,Secondary,2000,78.2,75.1,44.8,B,Low,Fail
S00380,Female,19,Secondary,12460,97.7,50.2,89.8,B,Medium,Pass
S00381,Male,17,Primary,5243,87.8,50.0,73.7,C,Low,Fail
S00382,Female,16,Secondary,32017,100.0,68.7,59.6,A,None,Pass
S00383,Female,20,Graduate,20795,66.7,50.3,82.9,C,Low,Fail
S00384,Female,21,None,2000,74.7,73.3,98.8,B,Low,Pass
S00385,Male,22,Secondary,13410,93.3,78.5,93.7,B,Low,Pass
S00386,Female,17,Secondary,2000,79.8,54.0,83.4,C,Low,Fail
S00387,Female,17,Secondary,7527,91.1,70.6,77.8,A,High,Pass
S00388,Female,19,Secondary,20248,84.8,62.2,75.9,A,Low,Pass
S00389,Female,21,Secondary,28286,85.8,89.3,100.0,C,None,Pass
S00390,Female,21,Graduate,38216,92.0,83.1,81.1,C,Low,Pass
S00391,Female,18,Postgraduate,12966,81.2,61.5,75.4,C,High,Fail
S00392,Male,21,Primary,28471,86.5,61.8,71.0,D,Medium,Pass
S00393,Male,22,Secondary,7717,86.8,66.8,92.9,D,Low,Fail
S00394,Other,18,Secondary,20756,78.8,64.5,77.1,C,Medium,Fail
S00395,Female,16,Secondary,2000,82.4,82.2,77.0,C,Low,Pass
S00396,Female,20,Secondary,41512,95.6,73.0,95.0,C,Medium,Pass
S00397,Male,19,Graduate,23791,65.5,60.5,68.9,B,Low,Pass
S00398,Male,22,Secondary,12200,85.9,82.7,100.0,B,Low,Pass
S00399,Male,18,Secondary,48595,68.9,50.5,69.0,F,Low,Fail
S00400,Female,22,Graduate,4512,83.5,77.5,100.0,B,High,Pass
S00401,Male,16,Postgraduate,17275,93.7,71.4,92.9,F,Low,Pass
S00402,Male,16,Secondary,28270,75.2,63.7,74.3,A,Low,Pass
S00403,Male,21,Secondary,29621,84.7,52.8,100.0,B,Low,Pass
S00404,Female,16,Postgraduate,23838,73.0,91.8,89.7,C,Low,Pass
S00405,Male,17,None,47509,89.1,53.5,80.9,A,Low,Pass
S00406,Female,18,Secondary,21935,93.0,53.4,82.8,B,Low,Pass
S00407,Male,21,Graduate,43037,88.2,69.3,73.2,C,Medium,Pass
S00408,Male,22,Graduate,10253,68.8,89.0,69.0,C,Low,Fail
S00409,Male,17,Secondary,14875,81.0,94.9,66.0,B,None,Pass
S00410,Female,19,Graduate,21030,71.4,60.4,56.6,C,None,Pass
S00411,Female,17,Graduate,2176,100.0,70.8,100.0,C,Low,Pass
S00412,Female,20,Graduate,32486,90.6,81.9,79.5,C,Low,Pass
S00413,Male,18,Primary,17835,67.4,63.1,55.7,C,Low,Fail
S00414,Female,19,Secondary,40833,100.0,57.3,91.1,F,Medium,Fail
S00415,Female,16,Graduate,17680,93.2,45.4,89.6,B,High,Pass
S00416,Other,17,Postgraduate,21061,80.0,55.6,81.0,A,Low,Pass
S00417,Male,19,Secondary,32935,85.6,64.6,68.3,B,None,Pass
S00418,Male,17,Secondary,37232,84.5,62.3,75.2,B,Medium,Fail
S00419,Male,21,Postgraduate,23839,100.0,90.5,100.0,C,None,Pass
S00420,Female,19,Secondary,43015,87.8,70.1,86.2,A,Low,Pass
S00421,Male,21,Secondary,27358,85.1,71.0,70.1,B,None,Pass
S00422,Other,20,Secondary,21333,75.0,44.6,57.9,D,Medium,Fail
S00423,Female,17,Secondary,23448,72.6,96.4,86.7,B,Medium,Pass
S00424,Male,17,None,9363,92.3,56.8,100.0,B,Low,Pass
S00425,Male,19,Secondary,52142,70.3,37.3,66.7,A,Low,Fail
S00426,Female,20,Secondary,14926,86.1,51.7,77.2,B,Low,Pass
S00427,Female,21,Secondary,28365,94.0,60.5,100.0,D,High,Pass
S00428,Male,17,Primary,17424,92.7,95.2,71.3,C,None,Pass
S00429,Male,22,Primary,2662,80.9,54.2,57.2,D,None,Fail
S00430,Female,16,Secondary,12029,72.9,91.6,73.8,C,Medium,Fail
S00431,Female,19,Postgraduate,10399,95.1,75.0,87.3,B,Low,Pass
S00432,Female,20,Graduate,36731,77.1,58.3,85.1,C,Low,Fail
S00433,Female,22,Secondary,37989,82.2,62.4,75.1,B,None,Pass
S00434,Other,17,Secondary,25333,70.4,54.7,44.0,C,Medium,Fail
S00435,Male,18,Secondary,32263,90.3,81.8,76.4,A,Low,Pass
S00436,Male,16,Primary,10150,79.6,52.8,61.3,D,Medium,Fail
S00437,Female,18,Graduate,31551,82.6,64.1,75.8,C,Low,Pass
S00438,Male,19,Graduate,23066,88.4,88.0,92.7,D,High,Pass
S00439,Female,16,Postgraduate,13597,86.8,89.0,99.6,C,Low,Pass
S00440,Other,21,Primary,32570,75.2,81.5,87.3,C,Low,Pass
S00441,Female,20,Postgraduate,13520,61.0,76.8,58.7,A,Low,Pass
S00442,Female,21,Graduate,40977,99.5,56.3,84.5,F,Low,Fail
S00443,Male,21,Postgraduate,27832,68.3,64.5,58.9,C,None,Pass
S00444,Male,21,Postgraduate,22278,83.9,84.9,99.4,C,Low,Pass
S00445,Male,17,Graduate,7004,61.8,82.9,46.9,C,Low,Fail
S00446,Other,20,Secondary,13045,100.0,75.4,100.0,B,Medium,Pass
S00447,Female,16,Graduate,23200,92.4,70.5,74.9,B,Low,Pass
S00448,Female,16,Graduate,36440,76.9,81.8,54.8,A,Low,Pass
S00449,Female,20,Secondary,29160,84.8,69.8,79.6,D,Low,Fail
S00450,Other,19,Graduate,28831,67.8,63.8,73.1,F,None,Pass
S00451,Female,18,None,9043,72.1,68.5,51.2,B,Low,Pass
S00452,Female,19,Graduate,28958,100.0,63.2,100.0,D,High,Pass
S00453,Female,22,Graduate,29745,76.1,72.7,86.8,A,High,Pass
S00454,Female,19,Secondary,2773,84.1,59.9,79.1,D,High,Fail
S00455,Female,17,Secondary,38991,62.7,72.3,47.3,B,Low,Pass
S00456,Female,16,Graduate,27451,73.0,66.7,59.1,C,None,Pass
S00457,Other,19,Postgraduate,38523,95.6,70.5,100.0,D,Low,Pass
S00458,Female,20,Secondary,7357,89.9,82.7,90.6,A,Low,Pass
S00459,Female,22,Graduate,33060,94.2,46.4,93.0,C,High,Pass
S00460,Female,19,Graduate,10222,99.0,62.7,100.0,C,Medium,Pass
S00461,Male,22,Secondary,19257,71.9,67.0,58.0,D,Medium,Fail
S00462,Male,16,Primary,18220,72.1,64.9,64.5,A,Low,Fail
S00463,Male,21,Secondary,29792,100.0,67.1,100.0,C,None,Pass
S00464,Female,17,Secondary,25010,83.2,90.1,99.4,A,Low,Pass
S00465,Male,22,Graduate,22853,92.9,74.5,86.6,C,Low,Pass
S00466,Female,16,Secondary,2000,78.4,78.0,81.3,D,High,Fail
S00467,Female,21,Graduate,31440,88.8,61.7,82.2,C,Low,Pass
S00468,Female,19,Graduate,56536,82.4,64.9,74.5,C,Low,Pass
S00469,Male,18,Postgraduate,11737,59.1,70.9,65.5,D,Low,Fail
S00470,Male,19,Secondary,4255,73.2,49.9,64.4,D,Medium,Fail
S00471,Female,17,Graduate,2000,77.6,70.4,81.4,C,None,Pass
S00472,Female,21,Secondary,16045,61.1,58.8,67.1,D,None,Fail
S00473,Female,18,Secondary,33082,92.4,59.9,90.4,A,Low,Pass
S00474,Female,16,Secondary,31157,93.8,73.8,87.8,D,High,Pass
S00475,Male,16,Graduate,26937,83.2,68.8,94.7,A,None,Pass
S00476,Female,16,Postgraduate,30335,86.9,77.6,99.3,B,Low,Pass
S00477,Female,16,Secondary,14671,80.8,77.3,83.0,B,Medium,Pass
S00478,Female,21,Graduate,19725,88.0,47.3,73.3,D,Medium,Fail
S00479,Male,17,Postgraduate,25438,82.3,68.4,97.8,A,High,Pass
S00480,Female,21,Secondary,47472,83.7,60.8,98.2,D,None,Pass
S00481,Female,17,Primary,10225,82.0,63.8,70.0,D,Low,Fail
S00482,Male,18,Graduate,44353,72.1,88.2,48.5,D,Low,Pass
S00483,Other,17,Postgraduate,29207,95.2,54.0,100.0,C,Low,Pass
S00484,Female,21,Primary,22417,71.4,46.5,68.5,A,Low,Pass
S00485,Female,17,Secondary,23434,88.9,53.9,86.1,C,High,Fail
S00486,Male,21,Graduate,39429,82.6,81.2,81.0,C,None,Pass
S00487,Male,22,Graduate,2000,77.2,54.3,76.8,B,Low,Pass
S00488,Other,22,Secondary,7400,84.0,60.6,74.6,D,Low,Fail
S00489,Male,16,None,2315,71.0,65.1,59.3,C,Low,Fail
S00490,Male,17,Postgraduate,8520,99.2,68.3,96.9,B,Medium,Pass
S00491,Female,17,None,13539,69.4,43.5,57.6,B,High,Fail
S00492,Male,19,Postgraduate,43182,80.1,85.8,72.8,B,High,Pass
S00493,Male,16,Secondary,8310,84.7,52.9,67.7,F,Low,Fail
S00494,Male,17,Primary,51944,88.0,74.5,63.5,B,High,Pass
S00495,Female,22,Secondary,24161,88.4,78.4,83.4,D,Low,Fail
S00496,Female,19,Postgraduate,21648,66.3,81.9,74.3,D,High,Pass
S00497,Male,20,Secondary,21252,88.2,68.3,98.3,A,High,Pass
S00498,Male,17,Graduate,42912,100.0,70.8,79.2,D,High,Pass
S00499,Male,20,Secondary,22369,89.9,64.9,88.6,B,Medium,Pass
S00500,Female,19,Graduate,9008,85.6,71.7,85.1,D,None,Pass
S00501,Male,21,Secondary,5368,100.0,62.6,100.0,C,Low,Pass
S00502,Female,16,Graduate,35182,84.8,71.0,72.2,D,Low,Pass
S00503,Male,16,Secondary,26658,78.7,72.4,39.5,B,Low,Pass
S00504,Male,22,Graduate,3085,78.5,87.1,66.4,C,High,Pass
S00505,Female,17,Postgraduate,20193,85.2,64.9,60.5,C,Medium,Fail
S00506,Male,18,Secondary,23854,83.5,60.3,71.3,A,Low,Pass
S00507,Female,18,Primary,2000,68.2,86.5,59.0,C,Medium,Pass
S00508,Male,19,Graduate,33837,77.7,61.7,67.7,B,None,Pass
S00509,Female,18,Graduate,37854,88.6,65.4,64.5,F,Low,Pass
S00510,Male,18,Secondary,19285,90.5,53.7,70.5,D,High,Fail
S00511,Male,18,Primary,16375,76.5,59.6,68.5,D,None,Fail
S00512,Male,17,Secondary,16023,75.3,64.0,74.7,C,Low,Fail
S00513,Male,21,None,19687,90.4,61.3,85.4,C,High,Pass
S00514,Male,22,None,22914,92.1,58.4,83.0,F,None,Pass
S00515,Male,22,Secondary,10111,94.3,77.0,100.0,A,Low,Pass
S00516,Female,18,Secondary,2000,79.9,51.7,91.2,B,Low,Pass
S00517,Female,20,Secondary,8087,96.3,67.3,87.2,A,Low,Pass
S00518,Female,17,Secondary,42104,100.0,31.0,83.9,C,Low,Pass
S00519,Male,17,Secondary,27553,94.6,69.9,100.0,A,Low,Pass
S00520,Male,16,Primary,18253,81.5,94.1,53.3,B,Low,Pass
S00521,Male,21,Graduate,33871,91.8,74.6,76.9,D,Low,Pass
S00522,Male,22,Secondary,24962,96.2,49.4,80.3,C,High,Pass
S00523,Male,21,Primary,26181,90.5,50.5,84.6,C,Medium,Fail
S00524,Female,18,Secondary,5673,90.6,78.8,84.1,A,Low,Pass
S00525,Other,17,Secondary,35735,86.2,61.7,84.1,C,Low,Fail
S00526,Female,18,None,41200,89.4,72.3,97.3,C,None,Pass
S00527,Other,16,Graduate,4546,89.2,88.1,88.3,D,Low,Pass
S00528,Other,17,Secondary,13794,85.4,64.0,83.2,C,Low,Fail
S00529,Female,21,Secondary,22502,80.3,54.3,78.9,A,None,Fail
S00530,Other,22,Secondary,30853,91.1,100.0,86.6,A,High,Pass
S00531,Male,22,Primary,33278,86.8,35.9,72.7,C,None,Fail
S00532,Female,19,Primary,42245,83.0,84.0,81.4,B,Low,Pass
S00533,Male,17,Secondary,35593,80.0,79.7,88.6,D,Low,Pass
S00534,Female,17,Graduate,7803,89.7,98.0,99.6,D,Medium,Pass
S00535,Male,20,Secondary,23527,87.2,64.3,78.1,A,High,Pass
S00536,Female,22,Primary,24491,64.1,71.3,52.1,C,High,Pass
S00537,Female,21,Graduate,2000,94.3,69.6,100.0,F,High,Pass
S00538,Male,17,Secondary,38027,65.4,69.7,58.2,B,Medium,Pass
S00539,Female,16,Graduate,28709,70.0,55.2,72.0,C,Low,Pass
S00540,Female,19,Primary,22331,70.9,58.7,70.0,A,Low,Pass
S00541,Male,19,Primary,15560,75.1,60.2,59.3,B,Low,Pass
S00542,Male,20,None,39589,78.9,83.3,76.9,F,None,Fail
S00543,Female,18,Graduate,17939,81.5,65.0,83.4,B,Medium,Pass
S00544,Male,20,Secondary,2000,79.0,70.6,81.0,B,None,Pass
S00545,Female,20,Primary,4974,69.1,74.7,76.6,B,Low,Pass
S00546,Female,18,Graduate,49434,68.9,66.3,69.1,D,High,Pass
S00547,Male,21,Graduate,21842,83.7,79.3,94.1,F,Low,Pass
S00548,Female,18,Primary,37133,74.2,53.8,66.5,B,High,Pass
S00549,Male,20,Postgraduate,43941,93.8,59.7,97.9,B,Low,Pass
S00550,Female,18,Secondary,25003,100.0,68.4,82.8,B,None,Pass
S00551,Female,21,Graduate,38897,87.3,95.9,64.6,C,Low,Pass
S00552,Male,21,Graduate,19152,67.7,54.6,56.9,C,Medium,Fail
S00553,Male,16,Graduate,29939,86.4,55.4,100.0,C,None,Fail
S00554,Female,16,Secondary,11690,92.7,70.3,100.0,B,Low,Pass
S00555,Female,17,Secondary,15200,85.6,60.7,82.2,F,Medium,Fail
S00556,Male,16,Secondary,51228,81.1,61.5,100.0,B,Low,Pass
S00557,Female,21,Secondary,36181,84.8,76.7,83.0,C,None,Fail
S00558,Male,17,Graduate,16516,80.3,80.8,73.4,D,Low,Pass
S00559,Male,18,Graduate,34784,68.7,77.2,51.0,B,Medium,Pass
S00560,Female,22,Secondary,25325,75.5,64.0,66.3,B,Low,Fail
S00561,Female,20,Secondary,15216,68.9,45.9,49.0,A,Low,Fail
S00562,Male,18,Graduate,29672,76.1,73.8,80.9,A,None,Pass
S00563,Male,22,Graduate,39329,84.6,60.9,86.7,D,Medium,Pass
S00564,Other,18,Secondary,30720,84.0,54.8,60.6,F,Low,Fail
S00565,Male,16,None,26833,74.5,70.7,67.9,F,Medium,Fail
S00566,Female,16,Secondary,23678,100.0,71.1,83.5,B,Medium,Pass
S00567,Male,18,Graduate,32119,99.7,74.3,83.9,F,Low,Pass
S00568,Female,17,Graduate,16217,92.7,68.1,88.7,C,None,Pass
S00569,Female,19,Secondary,15018,92.2,46.0,95.2,D,Medium,Pass
S00570,Female,17,None,18820,62.2,63.2,45.0,D,Low,Fail
S00571,Male,22,Secondary,25755,91.4,81.2,82.4,C,Low,Pass
S00572,Female,22,Secondary,35197,86.4,71.0,84.0,F,Low,Fail
S00573,Female,17,Secondary,23280,87.6,62.7,67.5,B,None,Pass
S00574,Female,21,Secondary,32605,84.4,44.1,70.9,B,Low,Fail
S00575,Male,19,Graduate,24017,69.0,85.0,52.4,F,High,Pass
S00576,Male,16,Primary,19876,88.7,50.9,97.6,F,None,Pass
S00577,Female,17,Primary,35203,78.0,39.4,77.0,D,Low,Fail
S00578,Male,17,Secondary,21735,83.3,81.5,73.8,D,Low,Fail
S00579,Male,22,Secondary,45262,78.5,52.9,74.4,A,None,Pass
S00580,Female,22,Graduate,2000,100.0,74.8,89.3,A,None,Pass
S00581,Other,18,Secondary,15452,85.6,54.8,85.6,D,None,Fail
S00582,Male,20,Graduate,23798,78.0,74.7,56.4,C,Low,Pass
S00583,Male,16,Graduate,71152,98.6,51.3,96.4,B,Low,Pass
S00584,Male,22,Primary,4087,74.1,61.7,64.6,A,None,Pass
S00585,Other,22,Graduate,17996,78.7,63.6,79.7,A,Medium,Pass
S00586,Female,21,Secondary,2000,83.2,74.9,90.8,D,Low,Pass
S00587,Female,16,Graduate,19121,74.8,54.6,65.3,D,Medium,Pass
S00588,Male,19,None,21998,74.1,20.0,90.1,A,Low,Fail
S00589,Other,18,Graduate,38357,88.7,71.5,72.9,D,Medium,Pass
S00590,Male,17,None,26812,71.3,60.2,73.4,B,None,Pass
S00591,Male,19,Graduate,18103,90.4,70.0,100.0,F,None,Pass
S00592,Female,21,Graduate,16419,100.0,78.7,100.0,C,Medium,Pass
S00593,Female,18,Primary,9907,59.0,52.2,54.9,B,Medium,Fail
S00594,Female,21,Graduate,20101,93.3,73.3,83.4,B,Medium,Pass
S00595,Female,16,Primary,27544,100.0,81.3,98.8,D,Low,Pass
S00596,Male,16,Postgraduate,33472,100.0,66.7,95.8,C,Low,Pass
S00597,Male,21,Secondary,6564,96.2,76.7,95.8,B,High,Pass
S00598,Male,20,Secondary,14396,90.2,62.4,68.9,B,Low,Pass
S00599,Female,18,Graduate,27981,86.8,95.2,73.0,B,High,Pass
S00600,Male,18,Secondary,2000,100.0,67.3,99.8,A,Low,Pass
S00601,Male,20,Secondary,32818,96.9,54.3,91.9,F,Low,Pass
S00602,Female,21,Secondary,28487,94.0,58.0,89.4,B,Low,Pass
S00603,Female,20,Secondary,21019,97.1,84.6,100.0,C,None,Pass
S00604,Female,18,Secondary,41827,83.1,75.9,82.3,B,Medium,Pass
S00605,Female,21,Secondary,40626,76.6,55.8,64.3,B,None,Pass
S00606,Female,16,Graduate,15197,93.4,84.0,67.3,A,Medium,Pass
S00607,Female,21,Secondary,28012,86.0,65.6,93.5,D,Low,Fail
S00608,Male,18,Graduate,40458,95.0,81.7,75.2,B,None,Fail
S00609,Female,16,Primary,43068,81.8,74.4,73.5,B,Low,Pass
S00610,Male,17,Postgraduate,35569,88.5,69.7,91.4,D,Medium,Pass
S00611,Male,16,Graduate,40431,90.0,73.7,86.0,D,High,Pass
S00612,Male,21,Graduate,36953,99.0,52.6,73.2,F,None,Pass
S00613,Female,18,Secondary,36235,100.0,54.0,75.1,B,High,Pass
S00614,Male,16,Primary,33236,80.3,67.9,75.8,D,None,Fail
S00615,Male,19,Postgraduate,31540,93.4,75.9,93.9,C,Low,Pass
S00616,Female,22,Secondary,36162,98.9,73.6,93.4,C,High,Pass
S00617,Female,22,Secondary,27874,97.0,77.0,77.9,D,Low,Fail
S00618,Male,16,Secondary,28650,64.1,47.8,68.2,D,Medium,Fail
S00619,Female,16,None,36919,89.7,57.4,82.9,D,High,Pass
S00620,Male,16,Secondary,9852,90.7,63.7,86.6,C,Low,Fail
S00621,Female,16,Primary,31900,82.3,53.2,60.5,C,Medium,Fail
S00622,Female,19,Secondary,2000,77.5,50.3,84.6,B,Low,Pass
S00623,Female,18,Graduate,12303,94.3,65.0,83.1,F,Low,Pass
S00624,Female,19,Secondary,2000,100.0,76.3,88.1,D,Medium,Pass
S00625,Male,16,Secondary,12335,91.4,65.5,58.5,D,None,Fail
S00626,Female,17,Graduate,21910,79.3,63.9,93.6,D,Low,Fail
S00627,Other,16,Postgraduate,13055,86.7,93.7,78.0,D,Low,Fail
S00628,Male,22,Secondary,12449,91.0,62.5,97.3,B,Low,Pass
S00629,Male,19,Secondary,12734,73.7,58.8,59.8,C,Low,Fail
S00630,Female,22,Secondary,44441,80.3,78.2,59.4,D,None,Fail
S00631,Female,20,Secondary,44361,100.0,47.0,100.0,D,Low,Fail
S00632,Male,22,Secondary,9427,91.5,73.6,93.2,C,Low,Pass
S00633,Female,17,Graduate,41812,79.8,79.0,54.1,D,Low,Pass
S00634,Male,16,Graduate,11527,76.8,59.7,57.8,C,Low,Pass
S00635,Male,22,Secondary,23064,76.5,53.6,59.7,D,None,Fail
S00636,Male,16,Secondary,41944,86.6,62.5,81.5,A,Low,Pass
S00637,Female,20,Postgraduate,27627,75.3,68.9,83.9,F,Low,Pass
S00638,Other,16,Graduate,25722,74.9,51.8,73.7,F,None,Pass
S00639,Female,16,Secondary,13423,80.0,57.3,65.4,D,High,Fail
S00640,Male,22,Secondary,26474,66.6,83.7,66.6,B,None,Pass
S00641,Female,22,Secondary,34302,49.2,82.0,33.2,D,High,Fail
S00642,Female,17,Secondary,12834,81.4,69.8,68.4,B,Low,Fail
S00643,Male,16,Secondary,22146,70.0,85.4,61.4,D,Low,Pass
S00644,Male,20,Primary,27349,75.8,65.6,87.5,A,Low,Fail
S00645,Female,21,Secondary,31693,85.2,57.1,86.7,B,Low,Pass
S00646,Female,20,Secondary,31948,83.1,45.8,59.0,A,Low,Pass
S00647,Female,17,Primary,5039,58.2,54.5,55.2,B,High,Fail
S00648,Female,16,Primary,51006,80.6,45.8,68.3,D,Medium,Fail
S00649,Male,22,Secondary,29583,72.5,65.1,74.6,A,Low,Pass
S00650,Female,16,Secondary,24098,71.6,82.4,68.0,A,High,Pass
S00651,Female,18,Secondary,38889,84.1,62.3,87.0,C,Medium,Fail
S00652,Male,17,Secondary,14709,78.8,66.6,69.7,B,None,Pass
S00653,Female,18,Secondary,6469,100.0,76.7,100.0,C,None,Pass
S00654,Female,18,Secondary,54988,96.4,63.5,85.6,C,Low,Fail
S00655,Male,20,Secondary,15737,84.3,35.6,93.2,D,Low,Fail
S00656,Female,19,Primary,34739,76.4,71.8,62.3,F,Medium,Pass
S00657,Female,19,None,17765,91.0,94.4,91.4,D,High,Pass
S00658,Male,18,Postgraduate,21738,95.3,79.2,93.8,D,Low,Pass
S00659,Male,21,Graduate,18047,92.8,64.0,74.6,B,None,Pass
S00660,Female,16,Postgraduate,29433,87.9,60.5,61.8,C,None,Pass
S00661,Other,22,Secondary,12121,89.9,61.8,95.4,C,Medium,Fail
S00662,Male,16,Primary,32568,86.3,46.4,63.2,C,None,Fail
S00663,Male,18,None,30464,68.6,76.3,53.4,B,Medium,Pass
S00664,Male,22,None,24571,81.2,71.6,65.2,B,Low,Pass
S00665,Male,19,Postgraduate,18777,91.4,72.5,100.0,A,High,Pass
S00666,Female,16,Graduate,22637,74.1,62.1,79.6,C,Low,Pass
S00667,Female,17,Secondary,25472,91.9,81.3,95.2,A,Low,Pass
S00668,Female,18,Postgraduate,20150,85.1,79.7,73.1,A,High,Pass
S00669,Female,22,Secondary,19271,100.0,97.8,92.2,A,Low,Pass
S00670,Male,16,Postgraduate,49439,83.9,61.3,78.1,B,Low,Pass
S00671,Female,22,Graduate,26700,89.6,67.2,83.3,A,Low,Pass
S00672,Male,21,Secondary,29718,78.4,71.5,67.2,B,Low,Pass
S00673,Female,22,Postgraduate,26417,74.5,66.5,81.2,C,None,Pass
S00674,Male,18,Graduate,26686,93.6,93.8,90.5,A,High,Pass
S00675,Other,16,Primary,13892,88.6,67.3,87.2,D,Low,Fail
S00676,Female,19,Graduate,13039,75.5,74.9,85.4,C,Low,Fail
S00677,Male,19,Graduate,51589,72.8,86.1,79.9,A,Medium,Pass
S00678,Male,20,Secondary,20880,93.7,59.1,91.6,C,High,Fail
S00679,Male,17,Secondary,22669,65.2,26.4,36.5,B,None,Fail
S00680,Female,18,Secondary,5215,85.2,67.7,96.3,A,Medium,Fail
S00681,Other,22,Primary,9896,80.5,56.5,57.5,B,Medium,Pass
S00682,Male,20,Secondary,29974,74.5,90.7,75.8,F,High,Fail
S00683,Male,18,Secondary,27193,96.3,36.6,100.0,C,None,Fail
S00684,Male,18,Secondary,60276,79.5,70.6,84.7,C,Medium,Fail
S00685,Male,17,Graduate,66437,69.5,62.4,53.1,C,Medium,Fail
S00686,Female,18,Secondary,18491,100.0,53.5,87.8,C,None,Fail
S00687,Male,22,None,2000,61.0,52.9,78.6,D,High,Fail
S00688,Male,20,Primary,6313,85.2,100.0,83.6,B,High,Pass
S00689,Female,21,Primary,6328,79.7,31.0,72.2,C,None,Fail
S00690,Male,16,Graduate,23158,82.8,67.4,99.8,C,None,Pass
S00691,Female,18,Secondary,26608,81.8,74.4,75.9,B,Low,Pass
S00692,Female,21,Graduate,37201,97.2,65.0,89.6,C,Low,Pass
S00693,Male,20,Secondary,37737,72.3,75.2,67.9,B,Low,Pass
S00694,Female,21,Primary,47942,90.4,69.5,100.0,C,None,Pass
S00695,Other,16,Graduate,29428,82.6,63.8,99.4,C,Medium,Pass
S00696,Male,20,Graduate,10411,85.4,72.9,100.0,B,Low,Pass
S00697,Male,18,Secondary,37331,73.8,65.3,92.8,D,Medium,Fail
S00698,Female,22,Primary,52918,70.5,38.5,69.0,A,None,Fail
S00699,Female,16,Secondary,9616,88.7,72.1,44.1,C,Low,Fail
S00700,Male,16,Secondary,2597,63.8,75.8,52.2,C,Low,Fail
S00701,Male,19,Primary,9818,100.0,73.0,82.0,A,Low,Pass
S00702,Female,17,Graduate,6420,94.6,49.4,87.5,B,None,Fail
S00703,Male,20,None,20970,95.0,73.6,95.5,D,None,Fail
S00704,Male,17,Secondary,35084,70.0,42.8,85.1,B,Low,Fail
S00705,Male,16,None,26944,89.1,66.4,85.3,D,Low,Pass
S00706,Male,22,Graduate,2000,88.1,100.0,82.7,A,Medium,Pass
S00707,Male,17,Graduate,28332,80.7,77.8,71.5,D,High,Fail
S00708,Female,22,Secondary,36967,66.3,74.7,48.1,C,Medium,Pass
S00709,Male,17,Secondary,8073,93.3,67.4,100.0,B,Low,Pass
S00710,Other,17,Graduate,16500,93.5,81.2,80.3,A,Low,Pass
S00711,Female,17,Secondary,45361,100.0,96.3,100.0,B,None,Pass
S00712,Male,18,Secondary,16733,84.9,72.4,74.4,D,Low,Fail
S00713,Female,19,Postgraduate,14251,93.1,78.0,98.4,F,Low,Pass
S00714,Male,22,Secondary,32129,100.0,71.1,77.2,D,None,Fail
S00715,Male,22,Secondary,23369,81.2,47.5,77.9,D,None,Fail
S00716,Female,20,Secondary,45689,92.7,86.2,77.7,C,Medium,Pass
S00717,Male,17,Graduate,8712,100.0,71.7,96.7,B,Low,Pass
S00718,Male,18,Primary,37952,81.7,82.3,62.1,B,Low,Pass
S00719,Male,18,Secondary,16547,84.7,57.9,81.4,F,High,Pass
S00720,Female,19,Primary,27068,99.6,76.9,98.2,C,High,Pass
S00721,Female,16,Secondary,39176,86.4,47.2,74.2,D,Low,Pass
S00722,Female,19,Secondary,37303,93.2,79.3,100.0,C,Low,Pass
S00723,Female,20,Secondary,42000,72.9,60.5,82.0,D,None,Fail
S00724,Other,17,Secondary,48074,89.8,99.8,92.0,C,None,Pass
S00725,Female,16,Graduate,33004,100.0,60.3,100.0,D,Low,Pass
S00726,Male,20,Graduate,5824,76.0,50.0,87.1,A,None,Pass
S00727,Female,18,None,20930,73.6,39.5,62.8,C,None,Fail
S00728,Female,17,Secondary,25505,88.0,71.0,86.0,A,None,Pass
S00729,Female,18,Graduate,2000,73.6,72.6,81.0,C,Medium,Pass
S00730,Male,19,Primary,11569,90.6,100.0,75.3,B,Medium,Pass
S00731,Female,16,Secondary,65626,93.1,68.7,89.2,C,Low,Pass
S00732,Male,20,Secondary,39253,97.7,43.4,100.0,B,None,Pass
S00733,Female,20,Graduate,31832,82.8,81.3,68.1,C,Medium,Pass
S00734,Female,21,None,24751,86.8,73.9,79.2,A,Low,Pass
S00735,Male,19,Graduate,10227,90.7,82.5,78.0,C,Low,Pass
S00736,Male,22,Graduate,18406,91.4,47.8,81.9,C,Low,Fail
